ID,Distributor Name,Location,Car Name,Manufacturer Name,Car Type,Color,Gearbox,Number of Seats,Number of Doors,Energy,Manufactured Year,Price-$,Mileage-KM,Engine Power-HP,Purchased Date,Car Sale Status,Sold Date,Purchased Price-$,Sold Price-$,Margin-%,Sales Agent Name,Sales Rating,Sales Commission-$,Feedback
SBV5KD,Motor,Madison,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Electric,2024,7500,69069,113,2015-10-07,Un Sold,1970-01-01,6248,0,0,Vishwajeet,1,0,Poor
6BCU5F,Kamkar,Oklahoma,Thar,Mahindra,SUV,Black,Automatic,5,3,Electric,2022,9200,55830,130,2017-02-06,Un Sold,1970-01-01,8247,0,0,Shailaja,4,0,Excellent
Y7NXVW,Zupps,Texas,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2019,8000,87328,120,2022-02-21,Un Sold,1970-01-01,6375,0,0,Swapna,4,0,Good
0TZ0FC,Automart,Utah,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Petrol,2018,6600,79683,113,2016-09-05,Un Sold,1970-01-01,5886,0,0,Vishwajeet,2,0,Average
PJTA3C,Nufor,Oklahoma,Yodha,Tata,Truck,Gray,Automatic,3,2,Hybrid,2021,8300,21153,100,2015-05-19,Un Sold,1970-01-01,6783,0,0,Krishna,4,0,Excellent
ITT92O,Carousell,Portland,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Petrol,2017,6700,58863,103,2021-06-12,Sold,2024-11-05,4939,4602,-7,Arjuna,1,0,Average
VNB0SJ,Carousell,North Carolina,Hilux,Toyota,Truck,Red,Manual,4,2,Petrol,2015,7900,45978,200,2023-07-20,Sold,2024-02-02,6046,5768,-5,Aditya,3,0,Poor
QADI6A,Marchi,Philadelphia,Kags,Renault,SUV,Black,Automatic,7,5,Hybrid,2023,8600,24808,175,2015-12-08,Un Sold,1970-01-01,7127,0,0,Shailaja,4,0,Excellent
I0P1ZB,Ahg,Oklahoma,Plato,Prazo,Convertible,Black,Automatic,2,2,Electric,2018,10600,18967,250,2018-11-30,Sold,2024-10-07,8841,8442,-5,Aditya,5,0,Average
DKWNU2,Marchi,California,Thar,Mahindra,SUV,Blue,Automatic,5,3,Electric,2021,9300,13120,130,2015-08-23,Un Sold,1970-01-01,7695,0,0,Preeti,3,0,Excellent
KAXK0U,Nufor,Tennessee,Etriga,Maruti,Hatchback,Red,Automatic,4,5,Diesel,2021,6400,61030,103,2018-11-01,Un Sold,1970-01-01,5691,0,0,Swathi,1,0,Average
XJ59U7,Trivett,Utah,Fortuner,Toyota,SUV,Black,Automatic,8,5,Hybrid,2015,9400,53140,200,2018-04-30,Sold,2024-11-15,8055,6861,-15,Karan,2,0,Good
8PFE8V,Carsome,Utah,Yodha,Tata,Truck,Blue,Manual,3,2,Electric,2021,8800,16315,100,2016-06-22,Un Sold,1970-01-01,6803,0,0,Dhruv,5,0,Good
KM6LIZ,Marchi,San Jose,Hilux,Toyota,Truck,Black,Manual,4,2,Diesel,2023,7200,22976,200,2023-03-18,Sold,2024-12-17,5202,6252,20,Preeti,1,210,Excellent
QJ7HDM,Marchi,San Jose,Yodha,Tata,Truck,Blue,Manual,3,2,Petrol,2017,7700,3539,100,2023-06-16,Un Sold,1970-01-01,6656,0,0,Swapna,4,0,Excellent
ZWLBYT,Trivett,Chicago,Kags,Renault,SUV,Red,Automatic,7,5,Electric,2024,9000,98259,175,2015-04-20,Sold,2020-01-04,7262,6899,-5,Vishwajeet,3,0,Good
W0ONVA,Ahg,San Jose,Yodha,Tata,Truck,White,Automatic,3,2,Petrol,2021,7300,50909,100,2015-04-18,Sold,2023-08-30,6317,6684,6,Arjuna,3,73,Average
52DP03,Knox,Texas,Yodha,Tata,Truck,Red,Manual,3,2,Electric,2018,9100,77108,100,2015-03-10,Un Sold,1970-01-01,8561,0,0,Swapna,1,0,Excellent
7BKRVC,Motor,North Carolina,i20,Hyundai,Hatchback,Gray,Automatic,4,5,Electric,2016,8300,43045,120,2023-12-03,Un Sold,1970-01-01,7454,0,0,Arjuna,1,0,Excellent
SW9KZR,Motor,San Jose,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Diesel,2021,6400,28344,113,2018-10-05,Un Sold,1970-01-01,5770,0,0,Supriya,5,0,Good
9INK1U,Nufor,Chicago,Swift,Maruti,Sedan,Black,Manual,5,4,Diesel,2020,7000,31293,115,2022-06-17,Un Sold,1970-01-01,5443,0,0,Sweta,4,0,Excellent
ULBTVA,Cars24,Philadelphia,Kags,Renault,SUV,Blue,Automatic,7,5,Electric,2016,9800,57747,175,2022-10-27,Un Sold,1970-01-01,8425,0,0,Piyush,1,0,Excellent
4105FS,Carsome,Portland,Hilux,Toyota,Truck,Black,Automatic,4,2,Diesel,2016,7900,52078,200,2019-04-03,Un Sold,1970-01-01,6242,0,0,Aditya,4,0,Average
4VK9QO,Cars24,North Carolina,Yodha,Tata,Truck,Gray,Automatic,3,2,Petrol,2015,7900,59323,100,2015-12-13,Un Sold,1970-01-01,6043,0,0,Aditya,3,0,Good
SLX8WT,Carro,California,Fortuner,Toyota,SUV,White,Manual,8,5,Electric,2015,9900,49356,200,2015-10-15,Sold,2015-10-05,8534,9028,6,Supriya,1,99,Excellent
QXRKI4,Carro,New York,Thar,Mahindra,SUV,Red,Manual,5,3,Hybrid,2016,9300,15326,130,2021-05-08,Un Sold,1970-01-01,7880,0,0,Shilpa,1,0,Excellent
Z0K4Z2,Trust,Tucson,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2024,6000,17284,120,2018-02-18,Un Sold,1970-01-01,4878,0,0,Piyush,5,0,Good
0NZ5AX,Marchi,Tucson,Plato,Prazo,Convertible,Black,Manual,2,2,Electric,2017,10700,55782,250,2021-06-24,Un Sold,1970-01-01,9796,0,0,Pavan,3,0,Excellent
VYCBQA,APE,Texas,Fortuner,Toyota,SUV,White,Manual,8,5,Diesel,2024,7600,66706,200,2020-02-06,Sold,2024-10-16,7012,6644,-5,Shruthi,1,0,Average
JJH7YH,Olx,Texas,Hilux,Toyota,Truck,Black,Manual,4,2,Petrol,2015,7900,6984,200,2015-06-12,Un Sold,1970-01-01,6278,0,0,Pranav,3,0,Excellent
CSMIS1,Cars24,North Carolina,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2022,8700,1397,130,2015-03-04,Un Sold,1970-01-01,7859,0,0,Sweta,4,0,Average
9BHL1D,Oto,California,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Hybrid,2020,8900,31348,120,2017-06-08,Un Sold,1970-01-01,7781,0,0,Preeti,3,0,Good
9Q82PL,Trust,North Carolina,Seltos,Kia,Hatchback,Blue,Manual,5,5,Petrol,2022,6200,86239,150,2024-02-26,Un Sold,1970-01-01,4828,0,0,Swapna,1,0,Excellent
PFO6UG,Trust,Madison,Yodha,Tata,Truck,Black,Manual,3,2,Electric,2015,9400,2235,100,2018-04-10,Un Sold,1970-01-01,7784,0,0,Pavan,2,0,Excellent
4ELBD3,Carsome,Chicago,Fortuner,Toyota,SUV,Red,Manual,8,5,Petrol,2023,7600,60422,200,2020-07-13,Un Sold,1970-01-01,6984,0,0,Aarush,2,0,Good
3X4WSF,Automart,Texas,Kags,Renault,SUV,Red,Manual,7,5,Diesel,2016,8400,5766,175,2024-01-07,Sold,2024-04-20,7694,8073,5,Pavan,4,76,Excellent
RGNE0E,APE,Portland,Yodha,Tata,Truck,Blue,Manual,3,2,Diesel,2019,7600,18456,100,2016-07-24,Sold,2024-01-20,6251,6426,3,Sai,5,35,Excellent
XARGJ3,Oto,Utah,Plato,Prazo,Convertible,Black,Automatic,2,2,Petrol,2022,8700,41013,250,2021-04-30,Un Sold,1970-01-01,8184,0,0,Rithvik,5,0,Poor
0ZOG4F,Oto,Portland,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Hybrid,2021,7300,5798,120,2017-08-08,Sold,2017-07-01,6420,6658,4,Dhruv,4,48,Good
TQPSW0,Olx,Tennessee,Dzire,Maruti,Sedan,Red,Automatic,5,5,Hybrid,2021,7800,1281,100,2024-02-12,Un Sold,1970-01-01,6875,0,0,Rithvik,2,0,Good
9F5YD0,Trust,Chicago,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2019,8000,61415,100,2017-07-10,Un Sold,1970-01-01,7451,0,0,Anushka,4,0,Excellent
AECXMO,Kamkar,Utah,Yodha,Tata,Truck,Gray,Manual,3,2,Electric,2022,8700,56591,100,2021-01-18,Sold,2021-08-10,8178,7865,-4,Dhruv,2,0,Good
4302JY,Motor,California,Swift,Maruti,Sedan,Black,Manual,5,4,Electric,2018,8600,3433,115,2016-09-22,Un Sold,1970-01-01,7788,0,0,Sai,3,0,Excellent
L45T41,Carmix,Florida,Swift,Maruti,Sedan,Gray,Automatic,5,4,Hybrid,2023,7600,10635,115,2015-12-22,Un Sold,1970-01-01,6059,0,0,Ram,4,0,Good
KJSECE,Carro,Tucson,Dzire,Maruti,Sedan,Black,Automatic,5,5,Hybrid,2018,8100,30845,100,2020-08-19,Un Sold,1970-01-01,6883,0,0,Krishna,1,0,Average
4E2FLW,Trivett,Tucson,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Petrol,2021,6300,51868,150,2020-12-04,Un Sold,1970-01-01,4701,0,0,Shilpa,2,0,Poor
W32B3V,Carro,Tennessee,Etriga,Maruti,Hatchback,Black,Manual,4,5,Diesel,2024,6100,9713,103,2018-06-17,Un Sold,1970-01-01,4537,0,0,Arjuna,3,0,Excellent
M3GL6O,Trust,Detroit,Yodha,Tata,Truck,Blue,Manual,3,2,Diesel,2018,7700,19922,100,2022-04-09,Un Sold,1970-01-01,6692,0,0,Sweta,2,0,Excellent
8GUN91,APE,North Carolina,Swift,Maruti,Sedan,White,Manual,5,4,Hybrid,2022,7700,47678,115,2015-04-07,Sold,2018-06-30,6070,4933,-19,Hariom,3,0,Average
U41CG2,Oto,New York,i20,Hyundai,Hatchback,White,Automatic,4,5,Electric,2018,8100,95727,120,2020-01-17,Un Sold,1970-01-01,6758,0,0,Preeti,2,0,Excellent
7M4CZ7,Automart,Detroit,Yodha,Tata,Truck,Blue,Automatic,3,2,Hybrid,2024,8000,30240,100,2018-12-14,Sold,2021-02-09,7069,6774,-4,Pavan,2,0,Average
XHX94B,Trust,Tucson,Seltos,Kia,Hatchback,White,Automatic,5,5,Diesel,2017,6800,46254,150,2021-07-18,Un Sold,1970-01-01,5162,0,0,Aarush,3,0,Excellent
L3TOMX,Nufor,Chicago,Kags,Renault,SUV,Red,Manual,7,5,Diesel,2018,8200,5661,175,2016-12-05,Un Sold,1970-01-01,7238,0,0,Pranav,5,0,Excellent
5M9DKK,Motor,Texas,Fortuner,Toyota,SUV,Black,Manual,8,5,Diesel,2024,7600,75307,200,2016-05-16,Un Sold,1970-01-01,5842,0,0,Krishna,1,0,Excellent
U0CLEU,Trust,Denver,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2022,6200,74659,113,2022-04-24,Sold,2024-11-08,5402,6331,17,Arjuna,1,186,Average
GDMIHT,APE,Tennessee,Etriga,Maruti,Hatchback,White,Manual,4,5,Hybrid,2021,7300,33716,103,2017-08-07,Un Sold,1970-01-01,5722,0,0,Aditya,1,0,Average
9Q89NS,Trivett,Columbus,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Diesel,2015,8500,52125,120,2023-11-26,Un Sold,1970-01-01,6514,0,0,Aditya,3,0,Excellent
7KH8HT,Motor,Florida,Hilux,Toyota,Truck,White,Automatic,4,2,Hybrid,2021,8300,39026,200,2022-12-12,Un Sold,1970-01-01,7202,0,0,Pranav,5,0,Good
LSKIVD,Carousell,San Jose,i20,Hyundai,Hatchback,Gray,Manual,4,5,Hybrid,2023,7100,76957,120,2017-11-10,Un Sold,1970-01-01,6367,0,0,Aarush,5,0,Good
O3WFR8,Marchi,San Jose,Etriga,Maruti,Hatchback,Gray,Manual,4,5,Hybrid,2022,7200,98653,103,2021-11-15,Un Sold,1970-01-01,6134,0,0,Aditya,5,0,Good
8L0WBO,Automart,Portland,Fortuner,Toyota,SUV,Red,Manual,8,5,Diesel,2019,8100,43461,200,2023-08-27,Sold,2023-09-30,6182,5873,-5,Preeti,4,0,Poor
R9PQ5P,Automart,Tennessee,Creta,Hyundai,Hatchback,White,Automatic,5,5,Hybrid,2019,7500,92813,113,2019-05-05,Un Sold,1970-01-01,5599,0,0,Aarush,1,0,Excellent
TOOYBN,Sobri,Portland,Dzire,Maruti,Sedan,Blue,Manual,5,5,Petrol,2023,6600,28822,100,2016-08-24,Un Sold,1970-01-01,5879,0,0,Piyush,2,0,Good
T6AWEF,Zupps,New York,Fortuner,Toyota,SUV,Red,Automatic,8,5,Electric,2020,9400,52251,200,2022-02-01,Un Sold,1970-01-01,8069,0,0,Anushka,2,0,Excellent
7QHA0G,Zupps,Madison,Fortuner,Toyota,SUV,Black,Manual,8,5,Hybrid,2023,8600,40914,200,2016-08-24,Un Sold,1970-01-01,7678,0,0,Aarush,5,0,Excellent
W9EKYP,Marchi,North Carolina,Scorpio,Mahindra,SUV,Red,Automatic,5,5,Electric,2023,9100,32512,120,2021-02-15,Un Sold,1970-01-01,7901,0,0,Sweta,2,0,Excellent
1VM21W,Kamkar,San Jose,Etriga,Maruti,Hatchback,Black,Manual,4,5,Hybrid,2022,7200,84647,103,2018-09-16,Un Sold,1970-01-01,5973,0,0,Pranav,4,0,Excellent
MBPHZR,Nufor,Tennessee,Etriga,Maruti,Hatchback,Black,Manual,4,5,Petrol,2018,6600,86844,103,2019-12-17,Sold,2024-05-12,5098,6398,26,Vishwajeet,5,260,Good
6MI2ZA,Carmudi,Tucson,Hilux,Toyota,Truck,Red,Automatic,4,2,Petrol,2019,7500,1088,200,2016-10-14,Sold,2023-07-18,5529,5023,-9,Rithvik,5,0,Excellent
VJMP74,APE,Tennessee,Fortuner,Toyota,SUV,Black,Automatic,8,5,Electric,2020,9400,70853,200,2019-02-19,Un Sold,1970-01-01,8593,0,0,Aditya,2,0,Good
6RTX9Z,Sobri,Columbus,Seltos,Kia,Hatchback,Black,Manual,5,5,Petrol,2019,6500,41352,150,2018-07-29,Un Sold,1970-01-01,5169,0,0,Sai,1,0,Excellent
EQUWMB,Carousell,Columbus,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Petrol,2018,6600,68396,120,2015-03-21,Un Sold,1970-01-01,5454,0,0,Shiva,2,0,Good
W4BS9N,Nufor,Denver,Hilux,Toyota,Truck,Blue,Automatic,4,2,Petrol,2015,7900,17723,200,2023-03-09,Un Sold,1970-01-01,6079,0,0,Pavan,5,0,Good
MY62NS,Cars24,Denver,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Electric,2018,8100,33022,113,2021-08-06,Un Sold,1970-01-01,6791,0,0,Shruthi,2,0,Excellent
A3JXU5,Nufor,Philadelphia,Creta,Hyundai,Hatchback,Black,Automatic,5,5,Hybrid,2018,7600,35834,113,2022-10-21,Un Sold,1970-01-01,6427,0,0,Arjuna,1,0,Average
6Y2SV0,Trust,Chicago,Scorpio,Mahindra,SUV,Black,Manual,5,5,Hybrid,2021,8800,25503,120,2023-06-21,Un Sold,1970-01-01,7785,0,0,Pavan,3,0,Average
TGO91Y,Automart,San Jose,Swift,Maruti,Sedan,White,Automatic,5,4,Hybrid,2015,8400,2088,115,2022-08-30,Un Sold,1970-01-01,7338,0,0,Pranav,3,0,Excellent
ENUVL7,Trust,Madison,Thar,Mahindra,SUV,Black,Automatic,5,3,Petrol,2018,8100,41461,130,2021-09-11,Un Sold,1970-01-01,7236,0,0,Piyush,5,0,Good
BHZDAI,Olx,Tennessee,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Diesel,2023,6200,34626,103,2023-07-24,Un Sold,1970-01-01,4763,0,0,Shilpa,4,0,Good
NFT2HX,Carmix,North Carolina,Scorpio,Mahindra,SUV,Red,Manual,5,5,Electric,2020,9400,49104,120,2020-11-24,Un Sold,1970-01-01,7443,0,0,Narayan,1,0,Excellent
SOWN8K,Trivett,Madison,Dzire,Maruti,Sedan,Gray,Manual,5,5,Petrol,2015,7400,1091,100,2016-11-18,Sold,2021-09-05,5967,4809,-19,Shruthi,5,0,Good
M3D59O,Marchi,Madison,Etriga,Maruti,Hatchback,Black,Manual,4,5,Hybrid,2022,7200,11175,103,2020-08-26,Sold,2023-07-13,6257,5292,-15,Swapna,5,0,Good
JUOJA8,Automart,New York,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Hybrid,2017,7700,20331,113,2018-11-21,Un Sold,1970-01-01,7127,0,0,Krishna,3,0,Good
6IK2H5,Carousell,Florida,Thar,Mahindra,SUV,White,Automatic,5,3,Hybrid,2020,8900,51860,130,2019-12-02,Un Sold,1970-01-01,7939,0,0,Arjuna,2,0,Excellent
1DRL1H,Olx,Tucson,i20,Hyundai,Hatchback,Blue,Automatic,4,5,Hybrid,2016,7800,71449,120,2016-09-17,Sold,2017-08-21,6247,6633,6,Vihaan,5,77,Good
KZ3B0A,Carmix,Florida,i20,Hyundai,Hatchback,Red,Automatic,4,5,Diesel,2024,6100,42115,120,2015-12-10,Un Sold,1970-01-01,5455,0,0,Karan,3,0,Average
7EOTJY,Zupps,Texas,Kags,Renault,SUV,Red,Automatic,7,5,Hybrid,2022,8700,10959,175,2022-12-25,Un Sold,1970-01-01,7835,0,0,Dhruv,5,0,Excellent
57LM83,Carmudi,Philadelphia,Kags,Renault,SUV,White,Manual,7,5,Petrol,2022,7700,3673,175,2023-11-06,Sold,2024-05-20,5953,5688,-4,Anushka,1,0,Good
JC53OY,Ahg,San Jose,Seltos,Kia,Hatchback,Black,Manual,5,5,Hybrid,2017,7700,46695,150,2017-04-19,Un Sold,1970-01-01,7043,0,0,Anushka,1,0,Excellent
YL8TMW,Skipper,Detroit,i20,Hyundai,Hatchback,Blue,Manual,4,5,Diesel,2018,6700,21564,120,2019-01-03,Un Sold,1970-01-01,4905,0,0,Swapna,2,0,Excellent
8X5SHD,Ahg,Chicago,Dzire,Maruti,Sedan,Gray,Manual,5,5,Petrol,2023,6600,30409,100,2015-09-28,Un Sold,1970-01-01,4971,0,0,Shilpa,2,0,Average
UOO2EF,Kamkar,Denver,Thar,Mahindra,SUV,Black,Manual,5,3,Hybrid,2020,8900,32486,130,2021-06-20,Un Sold,1970-01-01,8356,0,0,Krishna,1,0,Good
80LMGU,Trust,Philadelphia,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2017,6700,82317,103,2020-03-01,Sold,2024-06-02,5940,4930,-17,Anushka,1,0,Good
MTYLW6,Ahg,Portland,Yodha,Tata,Truck,White,Automatic,3,2,Electric,2016,9300,23196,100,2020-08-30,Un Sold,1970-01-01,8640,0,0,Aarush,4,0,Excellent
J1XY4X,Trivett,Texas,Scorpio,Mahindra,SUV,Black,Manual,5,5,Diesel,2015,8500,80574,120,2016-08-16,Un Sold,1970-01-01,6731,0,0,Aditya,3,0,Excellent
E2C64C,Knox,Denver,Swift,Maruti,Sedan,White,Manual,5,4,Petrol,2023,6600,86244,115,2015-03-12,Un Sold,1970-01-01,4669,0,0,Rithvik,5,0,Excellent
WKBGHX,Motor,Denver,Dzire,Maruti,Sedan,Red,Manual,5,5,Hybrid,2022,7700,40662,100,2015-05-08,Un Sold,1970-01-01,6173,0,0,Karan,5,0,Poor
XQ7JMO,Carmix,Texas,Thar,Mahindra,SUV,Blue,Automatic,5,3,Diesel,2021,7900,67872,130,2016-04-03,Un Sold,1970-01-01,6362,0,0,Swapna,3,0,Excellent
S38I6L,Knox,Florida,i20,Hyundai,Hatchback,Red,Manual,4,5,Diesel,2022,6300,71422,120,2018-05-04,Sold,2022-03-22,5062,5096,1,Narayan,3,7,Good
Y6RCU7,Automart,New York,Scorpio,Mahindra,SUV,Red,Manual,5,5,Diesel,2021,7900,33724,120,2021-04-08,Un Sold,1970-01-01,6361,0,0,Shilpa,4,0,Good
B0PFQV,Carousell,New York,Yodha,Tata,Truck,Gray,Automatic,3,2,Petrol,2017,7700,93156,100,2016-07-08,Un Sold,1970-01-01,5979,0,0,Hariom,3,0,Excellent
YQ4QRO,Marchi,California,Kags,Renault,SUV,Black,Manual,7,5,Diesel,2017,8300,11667,175,2019-11-15,Un Sold,1970-01-01,6606,0,0,Preeti,1,0,Poor
OVCXVD,Kamkar,Columbus,Etriga,Maruti,Hatchback,Gray,Automatic,4,5,Petrol,2024,6000,33374,103,2017-03-02,Un Sold,1970-01-01,4675,0,0,Shailaja,3,0,Excellent
PURSI8,Oto,San Jose,i20,Hyundai,Hatchback,Blue,Manual,4,5,Diesel,2015,7000,54588,120,2017-03-27,Un Sold,1970-01-01,5921,0,0,Bhavani,1,0,Excellent
RV9IQT,Carousell,North Carolina,Thar,Mahindra,SUV,White,Manual,5,3,Diesel,2019,8100,28308,130,2015-05-08,Un Sold,1970-01-01,6645,0,0,Shruthi,1,0,Good
GHUKVS,Skipper,Tucson,Etriga,Maruti,Hatchback,Black,Automatic,4,5,Hybrid,2017,7700,29344,103,2016-08-05,Un Sold,1970-01-01,6738,0,0,Anushka,4,0,Good
3VCJ0D,Carro,Tucson,Creta,Hyundai,Hatchback,Gray,Manual,5,5,Hybrid,2024,7000,53274,113,2017-05-05,Un Sold,1970-01-01,5255,0,0,Vihaan,3,0,Poor
G0MN06,Carmix,North Carolina,Hilux,Toyota,Truck,Red,Manual,4,2,Petrol,2020,7400,6201,200,2024-02-07,Un Sold,1970-01-01,5737,0,0,Aditya,2,0,Good
V03FNH,Carmix,New York,Kags,Renault,SUV,White,Automatic,7,5,Electric,2023,9100,15316,175,2019-02-16,Un Sold,1970-01-01,7743,0,0,Aditya,1,0,Excellent
9CQAB3,APE,Denver,Creta,Hyundai,Hatchback,Red,Automatic,5,5,Petrol,2018,6600,3998,113,2024-11-06,Un Sold,1970-01-01,5134,0,0,Shailaja,4,0,Good
FS5QP8,Skipper,New York,Yodha,Tata,Truck,Blue,Automatic,3,2,Diesel,2024,7100,39171,100,2021-08-23,Un Sold,1970-01-01,6283,0,0,Hariom,2,0,Excellent
OYYWMA,Sobri,Utah,Scorpio,Mahindra,SUV,Black,Automatic,5,5,Diesel,2019,8100,95383,120,2021-03-20,Un Sold,1970-01-01,7477,0,0,Arjuna,2,0,Excellent
GB80OE,Motor,San Jose,Fortuner,Toyota,SUV,Blue,Automatic,8,5,Electric,2024,9000,10077,200,2017-03-26,Un Sold,1970-01-01,7565,0,0,Karan,4,0,Excellent
167NZ6,Nufor,Chicago,Hilux,Toyota,Truck,Gray,Manual,4,2,Petrol,2021,7300,80847,200,2019-04-05,Un Sold,1970-01-01,6795,0,0,Pranav,4,0,Excellent
TCKP73,Olx,Portland,Thar,Mahindra,SUV,Red,Manual,5,3,Diesel,2020,8000,26108,130,2015-07-23,Un Sold,1970-01-01,6748,0,0,Krishna,1,0,Excellent
86L49S,APE,Madison,Scorpio,Mahindra,SUV,Gray,Automatic,5,5,Petrol,2018,8100,31002,120,2021-11-24,Un Sold,1970-01-01,7314,0,0,Karan,5,0,Good
2ZOWSF,Marchi,Columbus,Scorpio,Mahindra,SUV,Blue,Manual,5,5,Petrol,2015,8400,71299,120,2017-06-06,Sold,2023-02-07,7787,7111,-9,Shilpa,4,0,Average
AHJDTF,Nufor,Portland,Kags,Renault,SUV,Black,Automatic,7,5,Diesel,2021,7900,25313,175,2021-04-08,Sold,2024-03-09,6332,7092,12,Pranav,2,152,Good
JRL78I,Carmix,Detroit,Plato,Prazo,Convertible,Black,Automatic,2,2,Electric,2018,10600,19922,250,2015-09-09,Un Sold,1970-01-01,9661,0,0,Karan,2,0,Good
ZTB5PR,Sobri,Detroit,Swift,Maruti,Sedan,Gray,Automatic,5,4,Diesel,2022,6800,55544,115,2024-04-09,Un Sold,1970-01-01,6066,0,0,Swapna,2,0,Good
2178MV,Carmix,Portland,Seltos,Kia,Hatchback,Blue,Automatic,5,5,Hybrid,2017,7700,30836,150,2020-10-05,Un Sold,1970-01-01,6910,0,0,Shilpa,5,0,Excellent
WUDH03,Cars24,San Jose,Etriga,Maruti,Hatchback,Blue,Manual,4,5,Electric,2019,8000,24777,103,2019-02-14,Un Sold,1970-01-01,6795,0,0,Aditya,5,0,Average
LMQ2LL,Knox,North Carolina,Creta,Hyundai,Hatchback,Blue,Automatic,5,5,Electric,2020,7900,29712,113,2016-06-05,Un Sold,1970-01-01,7309,0,0,Bhavani,2,0,Excellent
MDXVYT,Olx,California,Scorpio,Mahindra,SUV,White,Manual,5,5,Petrol,2017,8200,90829,120,2015-11-25,Un Sold,1970-01-01,6939,0,0,Supriya,3,0,Excellent
SPV1OU,Olx,Tucson,Dzire,Maruti,Sedan,Blue,Automatic,5,5,Hybrid,2021,7800,53090,100,2020-11-16,Un Sold,1970-01-01,6861,0,0,Supriya,5,0,Average
M6TZ9F,APE,North Carolina,Seltos,Kia,Hatchback,Black,Automatic,5,5,Electric,2017,8200,90650,150,2023-06-16,Un Sold,1970-01-01,6626,0,0,Shruthi,2,0,Excellent
M4M213,Motor,Tennessee,Yodha,Tata,Truck,Black,Automatic,3,2,Hybrid,2021,8300,72876,100,2017-08-22,Un Sold,1970-01-01,6709,0,0,Rithvik,2,0,Average
KY13M0,Cars24,North Carolina,Fortuner,Toyota,SUV,Red,Automatic,8,5,Diesel,2016,8400,16196,200,2018-12-31,Sold,2022-08-02,6627,7550,14,Anushka,1,185,Poor
ZXXQFG,Carousell,Denver,Kags,Renault,SUV,White,Manual,7,5,Petrol,2019,8000,93669,175,2017-08-21,Un Sold,1970-01-01,6358,0,0,Preeti,1,0,Good
AI7OYJ,Olx,Florida,Plato,Prazo,Convertible,Red,Manual,2,2,Diesel,2021,8900,47037,250,2023-12-07,Un Sold,1970-01-01,7531,0,0,Hariom,5,0,Good
GDGIGX,Motor,Denver,i20,Hyundai,Hatchback,Red,Automatic,4,5,Petrol,2015,6900,21815,120,2023-08-16,Un Sold,1970-01-01,5162,0,0,Rithvik,2,0,Poor
00X57Z,APE,North Carolina,Swift,Maruti,Sedan,Gray,Automatic,5,4,Electric,2019,8500,23912,115,2022-10-22,Un Sold,1970-01-01,7657,0,0,Pavan,2,0,Excellent
8UVDFF,Trivett,Chicago,Yodha,Tata,Truck,Red,Manual,3,2,Electric,2018,9100,5483,100,2018-01-01,Un Sold,1970-01-01,7151,0,0,Shiva,3,0,Good
ADXBLI,APE,Tennessee,i20,Hyundai,Hatchback,White,Automatic,4,5,Petrol,2018,6600,75666,120,2016-04-13,Sold,2017-08-21,5752,6726,17,Swathi,5,195,Excellent
BFNI7N,Olx,Utah,Yodha,Tata,Truck,Black,Manual,3,2,Hybrid,2017,8700,9640,100,2015-04-22,Un Sold,1970-01-01,7321,0,0,Bhavani,4,0,Excellent
J3LZLO,Trust,Portland,Swift,Maruti,Sedan,Gray,Automatic,5,4,Hybrid,2016,8300,29321,115,2018-08-12,Un Sold,1970-01-01,6533,0,0,Aditya,2,0,Excellent
CXCZSZ,Kamkar,Florida,Kags,Renault,SUV,Red,Manual,7,5,Hybrid,2016,9300,90425,175,2021-10-20,Sold,2022-11-13,8279,9256,12,Rithvik,3,195,Average
96BRMU,Carsome,North Carolina,Etriga,Maruti,Hatchback,Blue,Automatic,4,5,Petrol,2024,6000,36957,103,2019-09-17,Sold,2019-11-21,4732,5419,15,Anushka,1,137,Average
WYYHES,Ahg,North Carolina,Hilux,Toyota,Truck,Red,Automatic,4,2,Hybrid,2019,8500,35852,200,2021-09-03,Sold,2021-06-28,6684,6267,-6,Swapna,1,0,Excellent
A69U2M,APE,Detroit,Kags,Renault,SUV,Gray,Manual,7,5,Diesel,2021,7900,16493,175,2015-07-23,Un Sold,1970-01-01,7340,0,0,Dhruv,3,0,Average
